ticker,mentions,Upvotes,Total Comments,Change (1d),date
RKT,3,165,43,300.0,2025-07-30
ROKU,1,291,64,0.0,2025-07-30
RR,1,8,3,0.0,2025-07-30
RS,5,1138,285,400.0,2025-07-30
RSI,2,400,210,100.0,2025-07-30
SBET,2,214,82,100.0,2025-07-30
SCD,2,18,18,100.0,2025-07-30
SEZL,1,0,8,0.0,2025-07-30
SMCI,2,306,77,100.0,2025-07-30
SNTI,1,2,3,0.0,2025-07-30
SOFI,4,2407,424,300.0,2025-07-30
SOUN,3,81,62,200.0,2025-07-30
SOWG,1,6,7,0.0,2025-07-30
SPOT,2,1399,342,100.0,2025-07-30
SRPT,5,162,169,400.0,2025-07-30
SST,1,10,1,0.0,2025-07-30
STAI,1,14,11,0.0,2025-07-30
STR,1,35,39,0.0,2025-07-30
SU,1,6619,386,0.0,2025-07-30
THC,1,6,17,0.0,2025-07-30
TLRY,1,102,59,0.0,2025-07-30
TNFA,1,13,8,0.0,2025-07-30
TSLA,6,513,140,500.0,2025-07-30
UBER,1,3,3,0.0,2025-07-30
UNH,5,936,592,400.0,2025-07-30
UPS,3,5,50,200.0,2025-07-30
USAS,1,2,1,0.0,2025-07-30
UUUU,3,6922,767,200.0,2025-07-30
VAPE,1,8,11,0.0,2025-07-30
VENU,1,150,42,0.0,2025-07-30
VGZ,1,3,1,0.0,2025-07-30
VWAV,1,0,1,0.0,2025-07-30
WEN,1,190,69,0.0,2025-07-30
WKSP,1,20,5,0.0,2025-07-30
WLGS,1,114,92,0.0,2025-07-30
WT,1,5,1,0.0,2025-07-30
YHC,3,43,63,200.0,2025-07-30
ABNB,1,285,179,0.0,2025-07-30
AC,1,0,2,0.0,2025-07-30
ADAP,4,17,11,300.0,2025-07-30
ADIL,2,62,24,100.0,2025-07-30
AGI,1,29,20,0.0,2025-07-30
AIN,1,9,3,0.0,2025-07-30
AMD,9,9311,767,800.0,2025-07-30
AMZN,1,291,64,0.0,2025-07-30
ANVS,1,5,8,0.0,2025-07-30
API,2,6,5,100.0,2025-07-30
APP,1,3308,199,0.0,2025-07-30
APPS,1,14,12,0.0,2025-07-30
AREN,6,293,168,500.0,2025-07-30
ASML,1,97,15,0.0,2025-07-30
ASPI,2,1,8,100.0,2025-07-30
ASTS,1,16,8,0.0,2025-07-30
ASX,1,3,1,0.0,2025-07-30
ATHS,1,81,76,0.0,2025-07-30
ATYR,2,41,29,100.0,2025-07-30
AU,2,5,2,100.0,2025-07-30
BA,2,292,70,100.0,2025-07-30
BBAI,1,4,7,0.0,2025-07-30
BIO,4,80,43,300.0,2025-07-30
BKNG,1,291,64,0.0,2025-07-30
BNGO,1,2,3,0.0,2025-07-30
BR,1,0,3,0.0,2025-07-30
BRO,2,12,19,100.0,2025-07-30
BROS,1,108,35,0.0,2025-07-30
BTU,1,6,1,0.0,2025-07-30
BV,1,7,7,0.0,2025-07-30
CAPS,1,35,3,0.0,2025-07-30
CARS,1,218,38,0.0,2025-07-30
CC,1,6,24,0.0,2025-07-30
CCS,1,6,24,0.0,2025-07-30
CELC,1,14,12,0.0,2025-07-30
CHSN,3,176,162,200.0,2025-07-30
CLOV,1,2127,236,0.0,2025-07-30
CPA,1,58757,554,0.0,2025-07-30
CRSP,1,13,12,0.0,2025-07-30
CVNA,1,1,1,0.0,2025-07-30
CZR,1,36,39,0.0,2025-07-30
DEC,1,36,22,0.0,2025-07-30
DEVS,1,3,1,0.0,2025-07-30
DOCN,1,293,115,0.0,2025-07-30
DRRX,1,10,15,0.0,2025-07-30
DTC,2,166,54,100.0,2025-07-30
DYNX,1,14,12,0.0,2025-07-30
DYNXW,1,14,12,0.0,2025-07-30
ELV,1,110,172,0.0,2025-07-30
EMA,1,29,59,0.0,2025-07-30
EOD,1,75,34,0.0,2025-07-30
ESP,1,53,88,0.0,2025-07-30
ET,1,1,6,0.0,2025-07-30
FLWS,1,16,9,0.0,2025-07-30
FUBO,1,148,42,0.0,2025-07-30
GF,1,0,3,0.0,2025-07-30
GIBO,5,148,221,400.0,2025-07-30
GLXY,2,180,129,100.0,2025-07-30
GOOGL,2,1260,392,100.0,2025-07-30
GRAB,1,3,3,0.0,2025-07-30
GTI,1,0,29,0.0,2025-07-30
HCTI,4,98,57,300.0,2025-07-30
HL,1,15,11,0.0,2025-07-30
HOOD,2,576,243,100.0,2025-07-30
HUBS,1,515,212,0.0,2025-07-30
IBKR,2,29,5,100.0,2025-07-30
IBRX,1,28,15,0.0,2025-07-30
ICU,2,18,18,100.0,2025-07-30
IMG,1,12,23,0.0,2025-07-30
IMO,1,32,47,0.0,2025-07-30
INTC,1,477,101,0.0,2025-07-30
IONQ,1,610,240,0.0,2025-07-30
IOVA,1,43,24,0.0,2025-07-30
IP,2,3,4,100.0,2025-07-30
IR,2,43,34,100.0,2025-07-30
IX,1,42,19,0.0,2025-07-30
IXHL,2,62,24,100.0,2025-07-30
KR,1,48,11,0.0,2025-07-30
KSS,3,670,137,200.0,2025-07-30
LB,1,515,212,0.0,2025-07-30
LCID,1,8,4,0.0,2025-07-30
LGPS,1,14,12,0.0,2025-07-30
LIDR,1,14,12,0.0,2025-07-30
LYRA,1,42,19,0.0,2025-07-30
MBOT,1,24,29,0.0,2025-07-30
MBRX,1,2,2,0.0,2025-07-30
META,1,291,64,0.0,2025-07-30
MP,2,6916,761,100.0,2025-07-30
MSTR,1,40,18,0.0,2025-07-30
MULN,1,0,29,0.0,2025-07-30
MVIS,1,12,5,0.0,2025-07-30
MVST,1,10,8,0.0,2025-07-30
NCNA,2,55,38,100.0,2025-07-30
NEGG,2,23,23,100.0,2025-07-30
NEHC,1,10,5,0.0,2025-07-30
NIO,1,21,8,0.0,2025-07-30
NPV,1,515,212,0.0,2025-07-30
NVDA,3,105,53,200.0,2025-07-30
NVNI,2,45,40,100.0,2025-07-30
NVO,2,969,388,100.0,2025-07-30
NVTS,1,14,12,0.0,2025-07-30
OI,3,1000,248,200.0,2025-07-30
OLB,2,53,66,100.0,2025-07-30
OP,1,0,40,0.0,2025-07-30
OPEN,3,1673,332,200.0,2025-07-30
OPTT,1,0,34,0.0,2025-07-30
OZ,2,1,9,100.0,2025-07-30
PB,1,0,34,0.0,2025-07-30
PD,1,5,8,0.0,2025-07-30
PEW,2,270,174,100.0,2025-07-30
PFS,1,515,212,0.0,2025-07-30
PFSA,1,14,24,0.0,2025-07-30
PG,1,1,6,0.0,2025-07-30
PLTR,4,3402,930,300.0,2025-07-30
PM,1,1,1,0.0,2025-07-30
PR,5,51,57,400.0,2025-07-30
PSTV,1,24,18,0.0,2025-07-30
PYPL,1,1,6,0.0,2025-07-30
QS,1,123,33,0.0,2025-07-30
RADX,1,3,1,0.0,2025-07-30
RC,1,2,1,0.0,2025-07-30
RCAT,1,0,34,0.0,2025-07-30
RDDT,3,348,217,200.0,2025-07-30
RF,1,0,1,0.0,2025-07-30
RGEN,1,12,23,0.0,2025-07-30
RH,1,3768,690,0.0,2025-07-30
RIME,1,2,6,0.0,2025-07-30
RIVN,1,36,39,0.0,2025-07-30
RKT,3,167,43,300.0,2025-07-30
ROKU,1,291,64,0.0,2025-07-30
RR,1,9,3,0.0,2025-07-30
RS,5,1138,285,400.0,2025-07-30
RSI,2,396,210,100.0,2025-07-30
SBET,2,217,82,100.0,2025-07-30
SCD,2,18,18,100.0,2025-07-30
SEZL,1,0,8,0.0,2025-07-30
SMCI,2,308,77,100.0,2025-07-30
SNTI,1,2,3,0.0,2025-07-30
SOFI,4,2405,424,300.0,2025-07-30
SOUN,3,81,62,200.0,2025-07-30
SOWG,1,7,7,0.0,2025-07-30
SPOT,2,1391,342,100.0,2025-07-30
SRPT,5,164,169,400.0,2025-07-30
SST,1,11,1,0.0,2025-07-30
STAI,1,15,11,0.0,2025-07-30
STR,1,36,39,0.0,2025-07-30
SU,1,6614,386,0.0,2025-07-30
THC,1,6,17,0.0,2025-07-30
TLRY,1,98,59,0.0,2025-07-30
TNFA,1,14,8,0.0,2025-07-30
TSLA,6,522,140,500.0,2025-07-30
UBER,1,3,3,0.0,2025-07-30
UNH,5,932,592,400.0,2025-07-30
UPS,3,5,50,200.0,2025-07-30
USAS,1,2,1,0.0,2025-07-30
UUUU,3,6917,767,200.0,2025-07-30
VAPE,1,8,11,0.0,2025-07-30
VENU,1,148,42,0.0,2025-07-30
VGZ,1,3,1,0.0,2025-07-30
VWAV,1,0,1,0.0,2025-07-30
WEN,1,189,69,0.0,2025-07-30
WKSP,1,20,5,0.0,2025-07-30
WLGS,1,118,92,0.0,2025-07-30
WT,1,6,1,0.0,2025-07-30
YHC,3,43,63,200.0,2025-07-30
ABNB,1,283,179,0.0,2025-07-30
AC,1,0,2,0.0,2025-07-30
ADAP,4,17,11,300.0,2025-07-30
ADIL,2,62,24,100.0,2025-07-30
AGI,1,31,21,0.0,2025-07-30
AIN,1,9,3,0.0,2025-07-30
AMD,9,9312,767,800.0,2025-07-30
AMZN,1,293,64,0.0,2025-07-30
ANVS,1,5,8,0.0,2025-07-30
API,2,6,5,100.0,2025-07-30
APP,1,3315,199,0.0,2025-07-30
APPS,1,13,12,0.0,2025-07-30
AREN,6,292,168,500.0,2025-07-30
ASML,1,98,15,0.0,2025-07-30
ASPI,2,1,8,100.0,2025-07-30
ASTS,1,16,9,0.0,2025-07-30
ASX,1,3,1,0.0,2025-07-30
ATHS,1,76,76,0.0,2025-07-30
ATYR,2,42,29,100.0,2025-07-30
AU,2,5,2,100.0,2025-07-30
BA,2,294,70,100.0,2025-07-30
BBAI,1,5,7,0.0,2025-07-30
BIO,4,79,43,300.0,2025-07-30
BKNG,1,293,64,0.0,2025-07-30
BNGO,1,3,3,0.0,2025-07-30
BR,1,0,3,0.0,2025-07-30
BRO,2,13,19,100.0,2025-07-30
BROS,1,101,35,0.0,2025-07-30
BTU,1,6,1,0.0,2025-07-30
BV,1,7,7,0.0,2025-07-30
CAPS,1,39,3,0.0,2025-07-30
CARS,1,218,38,0.0,2025-07-30
CC,1,9,24,0.0,2025-07-30
CCS,1,9,24,0.0,2025-07-30
CELC,1,13,12,0.0,2025-07-30
CHSN,3,173,162,200.0,2025-07-30
CLOV,1,2126,236,0.0,2025-07-30
CPA,1,58757,554,0.0,2025-07-30
CRSP,1,13,12,0.0,2025-07-30
CVNA,1,1,1,0.0,2025-07-30
CZR,1,36,39,0.0,2025-07-30
DEC,1,36,22,0.0,2025-07-30
DEVS,1,3,1,0.0,2025-07-30
DOCN,1,291,115,0.0,2025-07-30
DRRX,1,12,15,0.0,2025-07-30
DTC,2,168,54,100.0,2025-07-30
DYNX,1,13,12,0.0,2025-07-30
DYNXW,1,13,12,0.0,2025-07-30
ELV,1,111,172,0.0,2025-07-30
EMA,1,30,59,0.0,2025-07-30
EOD,1,78,36,0.0,2025-07-30
ESP,1,55,88,0.0,2025-07-30
ET,1,1,6,0.0,2025-07-30
FLWS,1,16,9,0.0,2025-07-30
FUBO,1,148,42,0.0,2025-07-30
GF,1,0,3,0.0,2025-07-30
GIBO,5,148,221,400.0,2025-07-30
GLXY,2,179,129,100.0,2025-07-30
GOOGL,2,1256,392,100.0,2025-07-30
GRAB,1,2,3,0.0,2025-07-30
GTI,1,0,29,0.0,2025-07-30
HCTI,4,95,57,300.0,2025-07-30
HL,1,15,11,0.0,2025-07-30
HOOD,2,576,243,100.0,2025-07-30
HUBS,1,515,212,0.0,2025-07-30
IBKR,2,29,5,100.0,2025-07-30
IBRX,1,29,15,0.0,2025-07-30
ICU,2,18,19,100.0,2025-07-30
IMG,1,13,23,0.0,2025-07-30
IMO,1,35,47,0.0,2025-07-30
INTC,1,473,101,0.0,2025-07-30
IONQ,1,609,240,0.0,2025-07-30
IOVA,1,44,24,0.0,2025-07-30
IP,2,4,4,100.0,2025-07-30
IR,2,40,34,100.0,2025-07-30
IX,1,41,19,0.0,2025-07-30
IXHL,2,62,24,100.0,2025-07-30
KR,1,50,11,0.0,2025-07-30
KSS,3,672,137,200.0,2025-07-30
LB,1,515,212,0.0,2025-07-30
LCID,1,9,4,0.0,2025-07-30
LGPS,1,13,12,0.0,2025-07-30
LIDR,1,13,12,0.0,2025-07-30
LYRA,1,41,19,0.0,2025-07-30
MBOT,1,26,29,0.0,2025-07-30
MBRX,1,2,2,0.0,2025-07-30
META,1,293,64,0.0,2025-07-30
MP,2,6917,761,100.0,2025-07-30
MSTR,1,39,18,0.0,2025-07-30
MULN,1,0,29,0.0,2025-07-30
MVIS,1,13,5,0.0,2025-07-30
MVST,1,10,8,0.0,2025-07-30
NCNA,2,55,38,100.0,2025-07-30
NEGG,2,21,23,100.0,2025-07-30
NEHC,1,8,5,0.0,2025-07-30
NIO,1,20,8,0.0,2025-07-30
NPV,1,515,212,0.0,2025-07-30
NVDA,3,107,53,200.0,2025-07-30
NVNI,2,49,40,100.0,2025-07-30
NVO,2,971,388,100.0,2025-07-30
NVTS,1,13,12,0.0,2025-07-30
OI,3,999,248,200.0,2025-07-30
OLB,2,55,66,100.0,2025-07-30
OP,1,4,40,0.0,2025-07-30
OPEN,3,1674,332,200.0,2025-07-30
OPTT,1,0,34,0.0,2025-07-30
OZ,2,1,9,100.0,2025-07-30
PB,1,0,34,0.0,2025-07-30
PD,1,5,8,0.0,2025-07-30
PEW,2,269,174,100.0,2025-07-30
PFS,1,515,212,0.0,2025-07-30
PFSA,1,14,24,0.0,2025-07-30
PG,1,1,6,0.0,2025-07-30
PLTR,4,3404,930,300.0,2025-07-30
PM,1,1,1,0.0,2025-07-30
PR,5,49,58,400.0,2025-07-30
PSTV,1,21,18,0.0,2025-07-30
PYPL,1,1,6,0.0,2025-07-30
QS,1,125,33,0.0,2025-07-30
RADX,1,3,1,0.0,2025-07-30
RC,1,2,1,0.0,2025-07-30
RCAT,1,0,34,0.0,2025-07-30
RDDT,3,347,217,200.0,2025-07-30
RF,1,0,1,0.0,2025-07-30
RGEN,1,13,23,0.0,2025-07-30
RH,1,3775,690,0.0,2025-07-30
RIME,1,2,6,0.0,2025-07-30
RIVN,1,36,40,0.0,2025-07-30
RKT,3,171,43,300.0,2025-07-30
ROKU,1,293,64,0.0,2025-07-30
RR,1,9,3,0.0,2025-07-30
RS,5,1136,285,400.0,2025-07-30
RSI,2,394,210,100.0,2025-07-30
SBET,2,216,82,100.0,2025-07-30
SCD,2,18,19,100.0,2025-07-30
SEZL,1,0,8,0.0,2025-07-30
SMCI,2,312,77,100.0,2025-07-30
SNTI,1,3,3,0.0,2025-07-30
SOFI,4,2408,424,300.0,2025-07-30
SOUN,3,82,62,200.0,2025-07-30
SOWG,1,7,7,0.0,2025-07-30
SPOT,2,1392,342,100.0,2025-07-30
SRPT,5,164,169,400.0,2025-07-30
SST,1,11,1,0.0,2025-07-30
STAI,1,15,11,0.0,2025-07-30
STR,1,36,39,0.0,2025-07-30
SU,1,6614,386,0.0,2025-07-30
THC,1,5,17,0.0,2025-07-30
TLRY,1,103,59,0.0,2025-07-30
TNFA,1,14,8,0.0,2025-07-30
TSLA,6,516,141,500.0,2025-07-30
UBER,1,2,3,0.0,2025-07-30
UNH,5,927,592,400.0,2025-07-30
UPS,3,5,50,200.0,2025-07-30
USAS,1,2,1,0.0,2025-07-30
UUUU,3,6918,767,200.0,2025-07-30
VAPE,1,9,11,0.0,2025-07-30
VENU,1,148,42,0.0,2025-07-30
VGZ,1,3,1,0.0,2025-07-30
VWAV,1,0,1,0.0,2025-07-30
WEN,1,193,69,0.0,2025-07-30
WKSP,1,21,5,0.0,2025-07-30
WLGS,1,115,92,0.0,2025-07-30
WT,1,6,1,0.0,2025-07-30
YHC,3,43,63,200.0,2025-07-30
ABNB,1,282,179,0.0,2025-07-30
AC,1,0,2,0.0,2025-07-30
ADAP,4,17,11,300.0,2025-07-30
ADIL,2,62,24,100.0,2025-07-30
AGI,1,29,21,0.0,2025-07-30
AIN,1,8,3,0.0,2025-07-30
AMD,8,9282,764,700.0,2025-07-30
AMZN,1,291,64,0.0,2025-07-30
ANVS,1,6,8,0.0,2025-07-30
API,2,6,5,100.0,2025-07-30
APP,1,3320,199,0.0,2025-07-30
APPS,1,15,12,0.0,2025-07-30
AREN,6,290,168,500.0,2025-07-30
ASML,1,95,15,0.0,2025-07-30
ASPI,2,3,8,100.0,2025-07-30
ASTS,1,16,9,0.0,2025-07-30
ASX,1,3,1,0.0,2025-07-30
ATHS,1,79,76,0.0,2025-07-30
ATYR,2,40,29,100.0,2025-07-30
AU,2,5,2,100.0,2025-07-30
BA,2,294,70,100.0,2025-07-30
BBAI,1,4,7,0.0,2025-07-30
BIO,4,81,43,300.0,2025-07-30
BKNG,1,291,64,0.0,2025-07-30
BNGO,1,3,3,0.0,2025-07-30
BR,1,0,3,0.0,2025-07-30
BRO,2,11,19,100.0,2025-07-30
BROS,1,109,35,0.0,2025-07-30
BTU,1,6,1,0.0,2025-07-30
BV,1,7,7,0.0,2025-07-30
CAPS,1,37,3,0.0,2025-07-30
CARS,1,216,38,0.0,2025-07-30
CC,1,7,24,0.0,2025-07-30
CCS,1,7,24,0.0,2025-07-30
CELC,1,15,12,0.0,2025-07-30
CHSN,3,172,162,200.0,2025-07-30
CLOV,1,2129,236,0.0,2025-07-30
CPA,1,58760,554,0.0,2025-07-30
CRSP,1,14,12,0.0,2025-07-30
CVNA,1,1,1,0.0,2025-07-30
CZR,1,37,39,0.0,2025-07-30
DEC,1,37,22,0.0,2025-07-30
DEVS,1,3,1,0.0,2025-07-30
DOCN,1,292,115,0.0,2025-07-30
DRRX,1,10,15,0.0,2025-07-30
DTC,2,166,54,100.0,2025-07-30
DYNX,1,15,12,0.0,2025-07-30
DYNXW,1,15,12,0.0,2025-07-30
ELV,1,111,172,0.0,2025-07-30
EMA,1,27,59,0.0,2025-07-30
EOD,1,76,36,0.0,2025-07-30
ESP,1,54,88,0.0,2025-07-30
ET,1,3,6,0.0,2025-07-30
FLWS,1,15,9,0.0,2025-07-30
FUBO,1,146,42,0.0,2025-07-30
GF,1,0,3,0.0,2025-07-30
GIBO,5,146,221,400.0,2025-07-30
GLXY,2,178,129,100.0,2025-07-30
GOOGL,2,1262,392,100.0,2025-07-30
GRAB,1,3,3,0.0,2025-07-30
GTI,1,0,29,0.0,2025-07-30
HCTI,4,94,57,300.0,2025-07-30
HL,1,14,11,0.0,2025-07-30
HOOD,2,573,243,100.0,2025-07-30
HUBS,1,512,212,0.0,2025-07-30
IBKR,2,25,5,100.0,2025-07-30
IBRX,1,27,15,0.0,2025-07-30
ICU,2,18,19,100.0,2025-07-30
IMG,1,11,23,0.0,2025-07-30
IMO,1,33,47,0.0,2025-07-30
INTC,1,480,101,0.0,2025-07-30
IONQ,1,610,240,0.0,2025-07-30
IOVA,1,41,24,0.0,2025-07-30
IP,2,4,4,100.0,2025-07-30
IR,2,41,34,100.0,2025-07-30
IX,1,42,19,0.0,2025-07-30
IXHL,2,62,24,100.0,2025-07-30
KR,1,49,11,0.0,2025-07-30
KSS,3,671,137,200.0,2025-07-30
LB,1,512,212,0.0,2025-07-30
LCID,1,9,4,0.0,2025-07-30
LGPS,1,15,12,0.0,2025-07-30
LIDR,1,15,12,0.0,2025-07-30
LYRA,1,42,19,0.0,2025-07-30
MBOT,1,26,29,0.0,2025-07-30
MBRX,1,2,2,0.0,2025-07-30
META,1,291,64,0.0,2025-07-30
MP,2,6915,761,100.0,2025-07-30
MSTR,1,38,18,0.0,2025-07-30
MULN,1,0,29,0.0,2025-07-30
MVIS,1,13,5,0.0,2025-07-30
MVST,1,11,8,0.0,2025-07-30
NCNA,2,55,38,100.0,2025-07-30
NEGG,2,22,23,100.0,2025-07-30
NEHC,1,9,5,0.0,2025-07-30
NIO,1,20,8,0.0,2025-07-30
NPV,1,512,212,0.0,2025-07-30
NVDA,3,105,53,200.0,2025-07-30
NVNI,2,48,40,100.0,2025-07-30
NVO,2,975,388,100.0,2025-07-30
NVTS,1,15,12,0.0,2025-07-30
OI,3,1005,248,200.0,2025-07-30
OLB,2,54,66,100.0,2025-07-30
OP,1,1,40,0.0,2025-07-30
OPEN,3,1672,332,200.0,2025-07-30
OPTT,1,0,34,0.0,2025-07-30
OZ,2,3,9,100.0,2025-07-30
PB,1,0,34,0.0,2025-07-30
PD,1,6,8,0.0,2025-07-30
PEW,2,266,174,100.0,2025-07-30
PFS,1,512,212,0.0,2025-07-30
PFSA,1,17,24,0.0,2025-07-30
PG,1,3,6,0.0,2025-07-30
PLTR,4,3412,930,300.0,2025-07-30
PM,1,1,1,0.0,2025-07-30
PR,5,51,58,400.0,2025-07-30
PSTV,1,23,18,0.0,2025-07-30
PYPL,1,3,6,0.0,2025-07-30
QS,1,123,33,0.0,2025-07-30
RADX,1,3,1,0.0,2025-07-30
RC,1,2,1,0.0,2025-07-30
RCAT,1,0,34,0.0,2025-07-30
RDDT,3,350,217,200.0,2025-07-30
RF,1,0,1,0.0,2025-07-30
RGEN,1,11,23,0.0,2025-07-30
RH,1,3776,690,0.0,2025-07-30
RIME,1,2,6,0.0,2025-07-30
RIVN,1,35,40,0.0,2025-07-30
RKT,3,166,43,300.0,2025-07-30
ROKU,1,291,64,0.0,2025-07-30
RR,1,8,3,0.0,2025-07-30
RS,5,1135,285,400.0,2025-07-30
RSI,2,399,210,100.0,2025-07-30
SBET,2,218,82,100.0,2025-07-30
SCD,2,18,19,100.0,2025-07-30
SEZL,1,0,8,0.0,2025-07-30
SMCI,2,313,77,100.0,2025-07-30
SNTI,1,3,3,0.0,2025-07-30
SOFI,4,2407,424,300.0,2025-07-30
SOUN,3,82,62,200.0,2025-07-30
SOWG,1,7,7,0.0,2025-07-30
SPOT,2,1397,342,100.0,2025-07-30
SRPT,5,172,169,400.0,2025-07-30
SST,1,11,1,0.0,2025-07-30
STAI,1,14,11,0.0,2025-07-30
STR,1,37,39,0.0,2025-07-30
SU,1,6614,386,0.0,2025-07-30
THC,1,7,17,0.0,2025-07-30
TLRY,1,98,59,0.0,2025-07-30
TNFA,1,15,8,0.0,2025-07-30
TSLA,6,517,141,500.0,2025-07-30
UBER,1,3,3,0.0,2025-07-30
UNH,5,937,592,400.0,2025-07-30
UPS,3,6,50,200.0,2025-07-30
USAS,1,2,1,0.0,2025-07-30
UUUU,3,6918,767,200.0,2025-07-30
VAPE,1,7,11,0.0,2025-07-30
VENU,1,146,42,0.0,2025-07-30
VGZ,1,3,1,0.0,2025-07-30
VWAV,1,0,1,0.0,2025-07-30
WEN,1,189,69,0.0,2025-07-30
WKSP,1,20,5,0.0,2025-07-30
WLGS,1,116,92,0.0,2025-07-30
WT,1,6,1,0.0,2025-07-30
YHC,3,44,63,200.0,2025-07-30
ABNB,1,287,179,0.0,2025-07-30
AC,1,0,2,0.0,2025-07-30
ADAP,4,16,11,300.0,2025-07-30
ADIL,2,64,24,100.0,2025-07-30
AGI,1,27,21,0.0,2025-07-30
AIN,1,8,3,0.0,2025-07-30
AMD,9,9305,767,800.0,2025-07-30
AMZN,1,288,64,0.0,2025-07-30
ANVS,1,5,8,0.0,2025-07-30
API,2,5,5,100.0,2025-07-30
APP,1,3312,199,0.0,2025-07-30
APPS,1,15,12,0.0,2025-07-30
AREN,6,290,168,500.0,2025-07-30
ASML,1,96,15,0.0,2025-07-30
ASPI,2,2,8,100.0,2025-07-30
ASTS,1,16,9,0.0,2025-07-30
ASX,1,3,1,0.0,2025-07-30
ATHS,1,80,76,0.0,2025-07-30
ATYR,2,41,29,100.0,2025-07-30
AU,2,5,2,100.0,2025-07-30
BA,2,290,70,100.0,2025-07-30
BBAI,1,4,7,0.0,2025-07-30
BIO,4,82,43,300.0,2025-07-30
BKNG,1,288,64,0.0,2025-07-30
BNGO,1,2,3,0.0,2025-07-30
BR,1,0,3,0.0,2025-07-30
BRO,2,12,19,100.0,2025-07-30
BROS,1,105,35,0.0,2025-07-30
BTU,1,5,1,0.0,2025-07-30
BV,1,6,7,0.0,2025-07-30
CAPS,1,36,3,0.0,2025-07-30
CARS,1,216,38,0.0,2025-07-30
CC,1,6,24,0.0,2025-07-30
CCS,1,6,24,0.0,2025-07-30
CELC,1,15,12,0.0,2025-07-30
CHSN,3,173,162,200.0,2025-07-30
CLOV,1,2120,236,0.0,2025-07-30
CPA,1,58755,554,0.0,2025-07-30
CRSP,1,13,12,0.0,2025-07-30
CVNA,1,1,1,0.0,2025-07-30
CZR,1,35,39,0.0,2025-07-30
DEC,1,36,22,0.0,2025-07-30
DEVS,1,3,1,0.0,2025-07-30
DOCN,1,291,115,0.0,2025-07-30
DRRX,1,11,15,0.0,2025-07-30
DTC,2,166,54,100.0,2025-07-30
DYNX,1,15,12,0.0,2025-07-30
DYNXW,1,15,12,0.0,2025-07-30
ELV,1,109,172,0.0,2025-07-30
EMA,1,28,59,0.0,2025-07-30
EOD,1,77,36,0.0,2025-07-30
ESP,1,53,88,0.0,2025-07-30
ET,1,2,6,0.0,2025-07-30
FLWS,1,16,9,0.0,2025-07-30
FUBO,1,148,42,0.0,2025-07-30
GF,1,0,3,0.0,2025-07-30
GIBO,5,146,221,400.0,2025-07-30
GLXY,2,176,129,100.0,2025-07-30
GOOGL,2,1260,392,100.0,2025-07-30
GRAB,1,3,3,0.0,2025-07-30
GTI,1,0,30,0.0,2025-07-30
HCTI,4,95,57,300.0,2025-07-30
HL,1,14,11,0.0,2025-07-30
HOOD,2,575,243,100.0,2025-07-30
HUBS,1,516,212,0.0,2025-07-30
IBKR,2,27,5,100.0,2025-07-30
IBRX,1,28,15,0.0,2025-07-30
ICU,2,18,19,100.0,2025-07-30
IMG,1,12,23,0.0,2025-07-30
IMO,1,31,47,0.0,2025-07-30
INTC,1,481,101,0.0,2025-07-30
IONQ,1,609,240,0.0,2025-07-30
IOVA,1,43,24,0.0,2025-07-30
IP,2,3,4,100.0,2025-07-30
IR,2,40,34,100.0,2025-07-30
IX,1,44,19,0.0,2025-07-30
IXHL,2,64,24,100.0,2025-07-30
KR,1,48,11,0.0,2025-07-30
KSS,3,670,137,200.0,2025-07-30
LB,1,516,212,0.0,2025-07-30
LCID,1,9,4,0.0,2025-07-30
LGPS,1,15,12,0.0,2025-07-30
LIDR,1,15,12,0.0,2025-07-30
LYRA,1,44,19,0.0,2025-07-30
MBOT,1,26,29,0.0,2025-07-30
MBRX,1,2,2,0.0,2025-07-30
META,1,288,64,0.0,2025-07-30
MP,2,6921,761,100.0,2025-07-30
MSTR,1,38,18,0.0,2025-07-30
MULN,1,0,29,0.0,2025-07-30
MVIS,1,12,5,0.0,2025-07-30
MVST,1,12,8,0.0,2025-07-30
NCNA,2,54,38,100.0,2025-07-30
NEGG,2,24,23,100.0,2025-07-30
NEHC,1,10,5,0.0,2025-07-30
NIO,1,19,8,0.0,2025-07-30
NPV,1,516,212,0.0,2025-07-30
NVDA,3,110,53,200.0,2025-07-30
NVNI,2,46,40,100.0,2025-07-30
NVO,2,977,388,100.0,2025-07-30
NVTS,1,15,12,0.0,2025-07-30
OI,3,998,248,200.0,2025-07-30
OLB,2,51,66,100.0,2025-07-30
OP,1,4,40,0.0,2025-07-30
OPEN,3,1676,332,200.0,2025-07-30
OPTT,1,0,34,0.0,2025-07-30
OZ,2,2,9,100.0,2025-07-30
PB,1,0,34,0.0,2025-07-30
PD,1,5,8,0.0,2025-07-30
PEW,2,271,174,100.0,2025-07-30
PFS,1,516,212,0.0,2025-07-30
PFSA,1,18,24,0.0,2025-07-30
PG,1,2,6,0.0,2025-07-30
PLTR,4,3393,930,300.0,2025-07-30
PM,1,1,1,0.0,2025-07-30
PR,5,52,58,400.0,2025-07-30
PSTV,1,22,18,0.0,2025-07-30
PYPL,1,2,6,0.0,2025-07-30
QS,1,123,33,0.0,2025-07-30
RADX,1,3,1,0.0,2025-07-30
RC,1,2,1,0.0,2025-07-30
RCAT,1,0,34,0.0,2025-07-30
